Country of president,President name,Destination country,Destination city,"Date start, yyyy-mm-dd","Date start, d.m.yyyyy","Date end, yyyy-mm-dd","Date end, d.m.yyyy",Subject,Source,More info
Russia,Putin,Kazakhstan,,2005-07-05,5.7.2005,,,The Shanghai Cooperation Organisation Council of Heads of State met in Astana,,http://en.kremlin.ru/events/president/trips/48827
Russia,Putin,United Kingdom,,2005-07-06,6.7.2005,,,President Vladimir Putin arrived at the G8 summit,,http://en.kremlin.ru/events/president/trips/48828
Russia,Putin,Finland,,2005-08-01,1.8.2005,,,Vladimir Putin held a meeting with President of Finland Tarja Halonen,,http://en.kremlin.ru/events/president/trips/45561
Russia,Putin,Germany,,2005-09-08,8.9.2005,,,President Vladimir Putin met with German Federal Chancellor Gerhard Schroeder,,http://en.kremlin.ru/events/president/trips/45562
Russia,Putin,United States of America,,2005-09-14,14.9.2005,,,President Vladimir Putin is paying a working visit to the United States of America,,http://en.kremlin.ru/events/president/trips/45565
Russia,Putin,Belgium,,2005-10-03,3.10.2005,,,President Vladimir Putin made a official visit to the Kingdom of Belgium,,http://en.kremlin.ru/events/president/trips/45566
Russia,Putin,United Kingdom,,2005-10-04,4.10.2005,,,President Vladimir Putin and British Prime Minister Anthony Blair met with members of the British business community,,http://en.kremlin.ru/events/president/trips/45567
Russia,Putin,Netherlands,,2005-11-01,1.11.2005,,,The President of Russia visited Amsterdam,,http://en.kremlin.ru/events/president/trips/45569
Russia,Putin,Turkey,,2005-11-17,17.11.2005,,,Vladimir Putin arrived at the port of Samsun on the Black Sea coast in Turkey,,http://en.kremlin.ru/events/president/trips/45570
Russia,Putin,South Korea,,2005-11-18,18.11.2005,,,President Vladimir Putin took part in the meeting of heads of state and government of the Asia-Pacific Economic Cooperation forum member countries,,http://en.kremlin.ru/events/president/trips/45571
Russia,Putin,Japan,,2005-11-20,20.11.2005,,,President Vladimir Putin visited the Japanese-Russian Friendship and Art exhibition,,http://en.kremlin.ru/events/president/trips/45572
Russia,Putin,Malaysia,,2005-12-13,13.12.2005,,,Vladimir Putin took part in the first Russia-ASEAN summit,,http://en.kremlin.ru/events/president/trips/48833
Russia,Putin,Kazakhstan,,2006-01-11,11.1.2006,,,President Vladimir Putin attended the inauguration ceremony of President of Kazakhstan Nursultan Nazarbayev,,http://en.kremlin.ru/events/president/trips/45578
Russia,Putin,Spain,,2006-02-08,8.2.2006,,,The first day of the President of Russia's state visit to Spain ended with a reception in the Royal Palace given by King of Spain Juan Carlos I and Queen Sophia in honour of Vladimir and Lyudmila Putin,,http://en.kremlin.ru/events/president/trips/45579
Russia,Putin,Azerbaijan,,2006-02-21,21.2.2006,,,Vladimir Putin is on a working visit to Azerbaijan,,http://en.kremlin.ru/events/president/trips/45581
Russia,Putin,Hungary,,2006-02-28,28.2.2006,,,Vladimir Putin held talks with Hungarian President Laszlo Solyom,,http://en.kremlin.ru/events/president/trips/45582
Russia,Putin,Czechia,,2006-03-01,1.3.2006,,,Vladimir Putin and Czech President Vaclav Klaus held talks,,http://en.kremlin.ru/events/president/trips/45583
Russia,Putin,Algeria,,2006-03-10,10.3.2006,,,President Vladimir Putin made an official visit to the People's Democratic Republic of Algeria,,http://en.kremlin.ru/events/president/trips/45584
Russia,Putin,Chad,,2006-03-21,21.3.2006,,,Vladimir Putin's two-day official visit to China has begun,,http://en.kremlin.ru/events/president/trips/45585
Russia,Putin,China,,2006-06-14,14.6.2006,,,The heads of state of the Shanghai Cooperation Organisation's member countries met with representatives of the organisation's Business Council,,http://en.kremlin.ru/events/president/trips/48836
Russia,Putin,Kazakhstan,,2006-06-16,16.6.2006,,,"Vladimir Putin met with the President of Azerbaijan, Ilham Aliyev",,http://en.kremlin.ru/events/president/trips/45588
Russia,Putin,Belarus,,2006-06-23,23.6.2006,,,"A session of the Collective Security Treaty Organisation Council for Collective Security took place, The Intergovernmental Council of the Eurasian Economic Community held a session",,http://en.kremlin.ru/events/president/trips/48838
Russia,Putin,Greece,,2006-09-04,4.9.2006,,,President Vladimir Putin met with Greek Prime Minister Kostas Karamanlis,,http://en.kremlin.ru/events/president/trips/45592
Russia,Putin,South Africa,,2006-09-05,5.9.2006,,,Vladimir Putin has held talks with President of South Africa Thabo Mbeki,,http://en.kremlin.ru/events/president/trips/45593
Russia,Putin,Morocco,,2006-09-07,7.9.2006,,,Vladimir Putin was accorded an official welcome in Casablanca,,http://en.kremlin.ru/events/president/trips/45594
Russia,Putin,France,,2006-09-22,22.9.2006,,,President Vladimir Putin and French President Jacques Chirac attended the official unveiling of a monument to the legendary Normandy-Neman Aviation Regiment,,http://en.kremlin.ru/events/president/trips/45596
Russia,Putin,Germany,,2006-10-10,10.10.2006,,,Vladimir Putin arrived in Germany for a working visit,,http://en.kremlin.ru/events/president/trips/45599
Russia,Putin,Finland,,2006-10-20,20.10.2006,,,An informal Russia-EU summit took place in the Finnish city Lahti,,http://en.kremlin.ru/events/president/trips/45601
Russia,Putin,Vietnam,,2006-11-18,18.11.2006,,,"Vladimir Putin participated in the meeting between leaders of the economic participants in the Asian Pacific Economic Cooperation (APEC) forum, Vladimir Putin and President of Vietnam Nguyen Minh Triet attended the opening ceremony of the Russian-Vietnamese Bank",,http://en.kremlin.ru/events/president/trips/48840
Russia,Putin,Finland,,2006-11-23,23.11.2006,,,"In the Finnish capital, Helsinki, the Russia-Finland summit talks were held, President Vladimir Putin and the European Union leadership met with the members of the Russia-EU Business Cooperation Council",,http://en.kremlin.ru/events/president/trips/45604
Russia,Putin,Belarus,,2006-11-28,28.11.2006,,,Journalists from the Kremlin's press pool left the summit of the CIS heads of state in protest against the actions of the Belarusian party,,http://en.kremlin.ru/events/president/trips/45605
Russia,Putin,Ukraine,,2006-12-22,22.12.2006,,,President Vladimir Putin paid a visit to Ukraine,,http://en.kremlin.ru/events/president/trips/45607
Russia,Putin,India,,2007-01-25,25.1.2007,,,Vladimir Putin held talks with Indian Prime Minister Manmohan Singh,,http://en.kremlin.ru/events/president/trips/45609
Russia,Putin,Germany,,2007-02-10,10.2.2007,,,Vladimir Putin arrived in Germany on a working visit,,http://en.kremlin.ru/events/president/trips/45613
Russia,Putin,Saudi Arabia,,2007-02-11,11.2.2007,,,President Vladimir Putin and King of Saudi Arabia Abdullah bin Abdul Aziz Al Saud held talks in Riyadh,,http://en.kremlin.ru/events/president/trips/45610
Russia,Putin,Qatar,,2007-02-12,12.2.2007,,,President Vladimir Putin paid a working visit to Qatar,,http://en.kremlin.ru/events/president/trips/45612
Russia,Putin,Jordan,,2007-02-13,13.2.2007,,,Vladimir Putin arrived in the Hashemite Kingdom of Jordan on an official visit,,http://en.kremlin.ru/events/president/trips/45611
Russia,Putin,Italy,,2007-03-13,13.3.2007,,,During his working visit to Italy Vladimir Putin met with President of the Republic of Italy Giorgio Napolitano and Italian Prime Minister Romano Prodi,,http://en.kremlin.ru/events/president/trips/45623
Russia,Putin,Greece,,2007-03-15,15.3.2007,,,"Russian President Vladimir Putin, Greek Prime Minister Konstantinos Karamanlis and Bulgarian Prime Minister Sergei Stanishev discussed the realisation of the Burgas — Alexandroupolis project",,http://en.kremlin.ru/events/president/trips/45624
Russia,Putin,Kazakhstan,,2007-05-10,10.5.2007,,,The President of Russia made an official visit to Kazakhstan,,http://en.kremlin.ru/events/president/trips/45636
Russia,Putin,Turkmenistan,,2007-05-11,11.5.2007,,,"President Vladimir Putin held talks with President of Turkmenistan Gurbanguly Berdymukhammedov, Agreements between Russia, Turkmenistan and Kazakhstan on constructing a trans-Caspian pipeline and on developing gas transportation facilities in Central Asia will result in increased deliveries of energy supplies to European and world markets",,http://en.kremlin.ru/events/president/trips/45638
Russia,Putin,France,,2007-05-23,23.5.2007,,,High-level Russian-Austrian talks took place,,http://en.kremlin.ru/events/president/trips/45659
Russia,Putin,Germany,,2007-06-06,6.6.2007,,,President Vladimir Putin and German Federal Chancellor Angela Merkel held talks before the start of the G8 summit,,http://en.kremlin.ru/events/president/trips/45658
Russia,Putin,Croatia,,2007-06-24,24.6.2007,,,President Vladimir Putin took part in the Balkan Energy Cooperation Summit,,http://en.kremlin.ru/events/president/trips/45691
Russia,Putin,Turkey,,2007-06-25,25.6.2007,,,President Vladimir Putin met with President of Turkey Ahmet Sezer,,http://en.kremlin.ru/events/president/trips/45694
Russia,Putin,United Kingdom,,2007-07-02,2.7.2007,,,President Vladimir Putin has arrived on a working visit to the United States of America,,http://en.kremlin.ru/events/president/trips/45692
Russia,Putin,Guatemala,,2007-07-03,3.7.2007,,,Vladimir Putin met with the President of the International Olympic Committee Jacques Rogge,,http://en.kremlin.ru/events/president/trips/45693
Russia,Putin,Indonesia,,2007-09-06,6.9.2007,,,President Vladimir Putin has arrived in Indonesia for a state visit,,http://en.kremlin.ru/events/president/trips/45728
Russia,Putin,Australia,,2007-09-07,7.9.2007,,,", During his official visit to Australia Vladimir Putin met with Australian Prime Minister John HowardThe media in countries taking part in the APEC forum have published an article by President Vladimir Putin entitled 'Russia and APEC: Towards Sustained and Stable Development in the Asia-Pacific Region'",,http://en.kremlin.ru/events/president/trips/48857
Russia,Putin,United Arab Emirates,,2007-09-10,10.9.2007,,,President Vladimir Putin visited the Treasures of the Moscow Kremlin exhibition in Abu Dhabi,,http://en.kremlin.ru/events/president/trips/45727
Russia,Putin,Tajikistan,,2007-10-05,5.10.2007,,,"Vladimir Putin met with the President of Tajikistan, Emomali Rahmon, The regular meeting of the Interstate Council of the Eurasian Economic Community (EurAsEC) took place in the capital of Tajikistan, Vladimir Putin took part in a meeting of the Collective Security Council of the Collective Security Treaty Organisation (CSTO)",,http://en.kremlin.ru/events/president/trips/45733
Russia,Putin,Germany,,2007-10-15,15.10.2007,,,President Vladimir Putin and German Chancellor Angela Merkel took part in the closing session of the Petersburg Dialogue Civic Forum,,http://en.kremlin.ru/events/president/trips/45736
Russia,Putin,Iran,,2007-10-16,16.10.2007,,,Vladimir Putin took part in the second Caspian Summit,,http://en.kremlin.ru/events/president/trips/45737
Russia,Putin,Portugal,,2007-10-25,25.10.2007,,,"During a working visit to Portugal, President Vladimir Putin held talks with Portuguese President Anibal Cavaco Silva and Portuguese Prime Minister Jose Socrates, President Vladimir Putin met with members of the Russia-European Union Business Cooperation Council",,http://en.kremlin.ru/events/president/trips/45742
Russia,Putin,Belarus,,2007-12-14,14.12.2007,,,The Russian-Belarusian Union State Supreme State Council has completed its session in Minsk,,http://en.kremlin.ru/events/president/trips/48865
Russia,Putin,Bulgaria,,2008-01-17,17.1.2008,,,President Putin and Bulgarian President Georgi Parvanov officially opened the Year of Russia in Bulgaria,,http://en.kremlin.ru/events/president/trips/45756
Russia,Putin,Romania,,2008-04-03,3.4.2008,,,President Vladimir Putin has arrived in Bucharest,,http://en.kremlin.ru/events/president/trips/48887
Russia,Putin,Libya,,2008-04-16,16.4.2008,,,Vladimir Putin arrived in Libya on an official visit,,http://en.kremlin.ru/events/president/trips/45769
Russia,Putin,Italy,,2008-04-17,17.4.2008,,,Vladimir Putin arrived in Italy,,http://en.kremlin.ru/events/president/trips/45770
Russia,Dmitry Medvedev,Kazakhstan,,2008-05-22,22.5.2008,,,Dmitry Medvedev arrived in Kazakhstan on a state visit,,http://en.kremlin.ru/events/president/trips/4551
Russia,Dmitry Medvedev,Chad,,2008-05-23,23.5.2008,,,Russian-Chinese high-level talks took place in Beijing,,http://en.kremlin.ru/events/president/trips/4552
Russia,Dmitry Medvedev,Germany,,2008-06-05,5.6.2008,,,Dmitry Medvedev held talks with Federal Chancellor of Germany Angela Merkel,,http://en.kremlin.ru/events/president/trips/4553
Russia,Dmitry Medvedev,Belarus,,2008-06-22,22.6.2008,,,Dmitry Medvedev took part in events commemorating the Day of Memory and Sorrow,,http://en.kremlin.ru/events/president/trips/4554
Russia,Dmitry Medvedev,Azerbaijan,,2008-07-03,3.7.2008,,,Dmitry Medvedev held talks with President of Azerbaijan Ilham Aliyev during an official visit to Azerbaijan,,http://en.kremlin.ru/events/president/trips/4555
Russia,Dmitry Medvedev,Turkmenistan,,2008-07-04,4.7.2008,,,High-level Russian-Turkmenistani talks were held in Ashgabat,,http://en.kremlin.ru/events/president/trips/4556
Russia,Dmitry Medvedev,Kazakhstan,,2008-07-05,5.7.2008,,,"During a working visit to Kazakhstan the Russian President took part in activities connected with the celebration of the 10th anniversary of the republic's capital, Astana",,http://en.kremlin.ru/events/president/trips/4557
Russia,Dmitry Medvedev,Japan,,2008-07-06,6.7.2008,,,Dmitry Medvedev arrived in Japan to attend the G8 summit,,http://en.kremlin.ru/events/president/trips/4558
Russia,Dmitry Medvedev,Tajikistan,,2008-08-27,27.8.2008,,,Dmitry Medvedev has arrived in Tajikistan to take part in the Shanghai Cooperation Organisation summit,,http://en.kremlin.ru/events/president/trips/5433
Russia,Dmitry Medvedev,Tajikistan,,2008-08-29,29.8.2008,,,Talks have taken place between Russia and Tajikistan,,http://en.kremlin.ru/events/president/trips/4559
Russia,Dmitry Medvedev,Kazakhstan,,2008-09-22,22.9.2008,,,Dmitry Medvedev met with President of Kazakhstan Nursultan Nazarbayev,,http://en.kremlin.ru/events/president/trips/4560
Russia,Dmitry Medvedev,France,,2008-10-08,8.10.2008,,,Dmitry Medvedev addressed the World Policy Conference in Evian,,http://en.kremlin.ru/events/president/trips/4561
Russia,Dmitry Medvedev,Kyrgyzstan,,2008-10-09,9.10.2008,,,"Dmitry Medvedev held talks with President of Kyrgyzstan Kurmanbek Bakiev in Bishkek, Dmitry Medvedev took part in the meeting of the CIS Council of Heads of State",,http://en.kremlin.ru/events/president/trips/4562
